fen,score
rn1qkbnr/pb3ppp/1pp1p3/8/2Bp1P2/8/PPP1Q1PP/RNB1K1NR w KQkq - 0 8,-110.0
2rk3r/p2p1pp1/5b2/2pp3p/4P3/5N1P/P1P2PP1/1R1Q1RK1 w - - 0 19,1220.0
4rrk1/pppB1ppp/3b4/5b2/3Pp1n1/2P1B3/PP3PPP/nN2RNK1 w - - 0 16,-314.0
r4rk1/ppp2ppp/3p4/8/2P1n3/P3PNq1/1PP5/RN1Q1R1K b - - 3 18,358.0
1r3k2/pp1R1p2/4p1p1/P3P1P1/5PP1/3K2n1/8/B7 w - - 1 38,269.0
7k/8/N7/1p3p1p/8/PP6/3K1P1P/8 w - - 0 31,870.0
r1bq1rk1/1p1n1ppp/p3pb2/1B1p4/3P3P/4P3/PP3PP1/RNBQK2R w KQ - 0 11,-92.0
rn2kbr1/pbpp2q1/1p3p2/7p/4P1nP/2BB2P1/PP2N1K1/R2Q1RN1 b q - 0 17,557.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,-25.0
r2qr1k1/p5p1/1p3bbp/1PpP1p2/P1P2p2/2N2N1P/4QPP1/R1R3K1 w - - 4 24,48.0
1r4k1/5pbp/2qp2p1/Q1p5/P1P1P3/8/2NR1PPP/1r1R2K1 w - - 7 29,-64.0
rnbqkb1r/1pp2pp1/p3pn1p/3p4/3P4/P3PN1P/1PPN1PP1/R1BQKB1R b KQkq - 0 6,-17.0
r2q1rk1/pp3bpp/4pn2/3pP3/8/3B4/PP1Q1PPP/RN2R1K1 b - - 0 15,-36.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,28.0
2r2rk1/1ppb1ppp/1p1p4/3NnP1n/4P3/3P4/PPP2RBP/R1B3K1 b - - 0 17,-104.0
rnbqkbnr/pp2pppp/3p4/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3,62.0
r3r1k1/pp3p1p/2n1b1p1/8/4p3/2P1q2P/PPQ1B2R/R4KN1 b - - 3 22,598.0
r7/1kp5/1p5p/p2qP3/P7/2Q2P2/1P4rP/1KR5 w - - 0 28,-496.0
r1bqk2r/4bppp/p2p1n2/1pn5/3NP3/1BN5/PP3PPP/R1BQ1RK1 w kq - 4 12,285.0
6k1/5p1p/6p1/1P6/8/5PP1/1r1r3P/2R2K2 w - - 0 36,-686.0
rnb1k2r/ppppnppp/1b6/4P3/3P4/4BNP1/PPP1Q2P/RN2KB1q b Qkq - 2 8,205.0
3r4/R5pp/3bpk2/1N1p4/3Pn3/1B2PP2/1PP5/3R2K1 w - - 1 25,952.0
8/8/p7/Pp1k1p1p/1P2p3/4BnPp/5P1P/7K b - - 5 40,686.0
rnb1kbnr/ppp1qppp/3p4/4P3/3PP3/8/PPP3PP/RNBQKBNR b KQkq - 0 4,53.0
3r1rk1/ppN2ppp/1p1Q4/5q2/5B2/2P5/PP1RbPPP/R5K1 w - - 5 21,688.0
6k1/pb2pp1p/3p2p1/p1qP4/r1n1P1P1/3N1P2/4B1KP/3Q1R2 b - - 4 27,562.0
r1b1q1nr/pp1n1Np1/2p1k2p/2b5/4P3/8/PPPP2PP/RNBQ1R1K w - - 3 11,541.0
3r2k1/p5b1/1p2pp2/6pp/2P5/1P2Pb1P/P4N1B/5RK1 w - - 0 25,-431.0
rq3rk1/5ppp/4pn2/3p4/Pp1Pn3/4PN2/3N1PPP/R2Q1RK1 w - - 2 16,-41.0
r2qkb1r/pppb1ppp/2n2n2/4pP2/2P5/1P1P3N/P3B1PP/RNBQK2R b KQkq - 0 10,400.0
2k5/1pp4p/p7/2r5/2P1n3/8/5PPP/2R1BRK1 b - - 2 25,-595.0
r2qk1r1/1b6/ppp1p1p1/5n2/1P1p1B1P/P7/2PPPP2/RN1QKBNR w KQq - 2 18,712.0
r2qk2r/pp1bbppp/3p1n2/8/3QP3/3B4/PP1N1PPP/R1B1K2R w KQkq - 1 11,3.0
r1bqkbnr/pp3p1p/3p2p1/3Bp3/3nP3/4Q3/PPPP1PPP/RNB1K1NR w KQkq - 2 7,38.0
8/1r5p/p5k1/P1Pp1r2/3P4/3b1P1P/6P1/R3R1K1 w - - 3 39,0.0
1r3rk1/1bp2pp1/p2qp2p/1pNp2b1/1P1P2N1/P1nBPQ1P/2P2PP1/R4R1K w - - 7 19,166.0
8/p2kb3/Pp5P/1Ppp4/8/8/6P1/6K1 b - - 0 43,789.0
3rr1k1/pp2qp1B/2n5/4P3/8/2P2N2/P5P1/R4R1K b - - 0 24,730.0
2kr3r/bp3pq1/p1p1P1pn/3p4/5N1p/3P3P/PP2Q1P1/4RR1K w - - 2 24,-558.0
5r2/2R2pk1/p5p1/1p2PpNp/3P1P2/4b1PP/P7/R5K1 w - - 1 32,638.0
rn2kbnr/pbppq1pp/1p3p2/3Pp3/4P3/2N3BP/PPP2PP1/R2QKBNR b KQkq - 0 7,-122.0
r1b1k2r/pp3ppp/4pn2/8/2p3P1/2P1qP1N/PP2B2P/3RK2R w Kkq - 0 15,-872.0
r1bqr1k1/pp1n1ppp/4p3/3pP3/3P4/BP2P3/P2N2PP/R2Q1RK1 w - - 3 15,253.0
r3r1k1/pp2n3/3bP3/6p1/1P5p/P5P1/1B3PBP/R3R1K1 w - - 3 25,566.0
r1bqk1nr/pppp1ppp/2nb4/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,71.0
3r1rk1/pp2qppp/2p1bn2/4b3/8/1PNBP2P/PBQR1PP1/5RK1 b - - 8 17,-1.0
r4rk1/p1Qbqppp/3p1n2/6B1/4P3/2P2N2/P4PPP/R4RK1 b - - 0 16,-67.0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-29.0
2r2kr1/3q1p2/p6p/6p1/2P2b2/2P1BP2/PP1N2PP/3RQ1K1 w - - 1 26,192.0
r1bqr1k1/ppN1bppp/2n1p3/3p3n/3P1B2/5NP1/PP2PPBP/R2Q1RK1 b - - 9 11,260.0
rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1,-22.0
rnb1kb1r/pppp1ppp/5n2/1Q6/8/8/PPqPBPPP/RNB1K1NR w KQkq - 0 6,-40.0
r2q1rk1/pp1n1pp1/2p1pb2/6B1/2BP2Q1/2P2N2/PP4PP/R4RK1 b - - 2 14,-591.0
r3kbnr/1ppN2pp/p1np4/8/4P3/2N1B2P/PPP2PP1/R2b1RK1 w kq - 0 12,226.0
r4rk1/p2p1pb1/1q1PpB2/1p4p1/1P2b3/P2Q1P2/6P1/R3KBNR w KQ - 1 21,1201.0
rn3k1r/pp4p1/2p4p/3b4/B2P4/2KQ4/PPPN4/R3q3 b - - 3 25,861.0
r1b1kbnr/p1pn1ppp/5q2/1p6/2pN4/2N1P3/PP1P1PPP/R1BQKB1R b KQkq - 5 7,-79.0
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,84.0
r1b1kr2/1p1nn1b1/p3p2p/3pP3/3P3q/1P1B2p1/P2QN1PP/R1B1R1K1 w q - 0 20,0.0
8/8/3p1B2/3P4/K1k1p3/4P3/8/1r6 b - - 1 45,3587.0
r1bqk1nr/pppnp2p/5ppb/1B2P3/8/2N2N2/PPP2PPP/R2QK2R b KQkq - 0 8,456.0
1k1r3r/1ppq1p2/p6p/3p2pP/3P2n1/BP2P3/P2P4/R3KB1Q w Q - 1 24,-388.0
1r1r1bk1/2q2p1p/pp1Nb1p1/B1pBPp2/3p1P2/PP1P4/2P3PP/R3QR1K b - - 0 24,85.0
4r1k1/5pp1/p4n1p/1pq1pP2/7B/1PP5/1P2Q1PP/R2r3K w - - 0 24,-6.0
8/1pk3pp/4p3/2n2r2/6NP/5P2/PPP3P1/2KR4 w - - 1 29,413.0
r3k2r/pp1qbpp1/2p1bn1p/3pB3/3P2P1/2NBP3/PP2QP1P/R3K2R w KQkq - 1 13,54.0
r3k2r/pp6/1bpp3p/4p1q1/PP4P1/3P3P/2P2PK1/R2Q1R2 b kq - 0 21,459.0
r2q1rk1/1ppbb3/p1n1p2p/5ppn/3P4/P1NBPNB1/1PQ2PPP/2KR3R b - - 3 14,-147.0
rn1qk2r/3b2pp/3p1n2/2p1pp2/p7/P1PP4/1R1NPPPP/1K1Q1BNR w kq - 0 14,-176.0
r3k2r/ppq2ppp/3bpn2/3p4/5P2/2P1B2P/PP1NQ1P1/2R2RK1 b kq - 2 15,133.0
8/6pk/p3N3/1p2pP2/3p4/P7/1P4K1/1r6 w - - 4 48,-691.0
1k4r1/1pq5/p1p5/2b3Pp/P3Q1nP/5PN1/1PP3K1/4RR2 b - - 0 25,-546.0
5rk1/p5r1/2Q5/2pp1p2/8/P1P5/1PP5/2K4R b - - 0 35,-699.0
r1bQ1rk1/ppp2ppp/2p2n2/6B1/4P3/2P5/P1P2PPP/R3KB1R b KQ - 0 9,-64.0
rnbqkbnr/pp2pppp/2pp4/8/B3P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 3,4.0
8/7p/p4k2/1p2p1p1/2P2pP1/PP1r3P/2R3K1/8 b - - 0 38,504.0
r3k2r/p1pnq1b1/4p2p/3n2p1/2PP1p2/1Q3N2/PP4PP/RNB1R1K1 b kq - 0 14,82.0
rnbqk2r/ppp2ppp/4pb2/1B1p4/8/2PP1N2/PP3PPP/RN1QK2R b KQkq - 1 8,229.0
rnbqkb1r/ppp2p1p/4pnp1/3p4/3P4/3BPN2/PPP2PPP/RNBQ1RK1 b kq - 1 5,-28.0
rnb1kb1r/ppp2ppp/5q2/4p3/2B5/2PP1QPn/PP3P1P/RNB1K1NR w KQkq - 1 8,43.0
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-10.0
rn1q1rk1/ppp2pp1/3p4/1P1P2p1/P3P3/2NB1n1P/3Q1PK1/R4R2 b - - 2 18,798.0
rnbqkbnr/ppp2ppp/3p4/4p3/5P2/4P3/PPPP2PP/RNBQKBNR w KQkq - 0 3,-22.0
rn2k2r/p1p2ppp/1p1p1q2/8/2BPb1n1/2B5/PPP2PPP/R2Q1RK1 w kq - 0 11,226.0
1q2rrk1/1p2bpp1/pBppnn1p/5Q2/NPP5/P5P1/4PPBP/R2R2K1 w - - 6 19,82.0
1r4k1/4b1pp/4p3/1P1pP3/P1nP4/5NPn/5B1P/5RK1 w - - 1 29,-279.0
2k4r/1R2rp2/p6p/3p2p1/4pP2/P3P3/P4P1P/6K1 w - - 0 30,-4.0
2kr1b1r/pp5p/2p2p2/B4n2/2B3q1/1Q2PN2/PP3PP1/R4RK1 b - - 1 18,-594.0
b7/2p1k3/1pP1p1B1/1P1pN1p1/N2P4/P6P/2K5/8 w - - 1 40,1148.0
r3r1k1/1q4pp/3b2b1/1pp2p2/p3n1N1/2PB1N2/PPQ2PPP/R3R1K1 w - - 0 24,-57.0
r3kb1r/ppqnpppp/2p2nb1/4N3/2BP2P1/2N4P/PPPB1P2/R2QK2R w KQkq - 3 11,114.0
4k2r/pp3p1p/4pQp1/2qpP2P/1p3P2/8/P1r2RP1/5RK1 b k - 1 22,464.0
rnb2rk1/pp3ppp/3b1q2/2pP4/2Pp4/P7/1P2NPPP/R2QKBNR w KQ - 1 11,-341.0
rn1qkb1r/pp3ppp/4pn2/3p4/3P4/2NQPN2/PP3PPP/R1B1K2R b KQkq - 2 8,17.0
r3k2r/pp4pp/3q1p2/2p2b2/3p4/PB1P1P2/1PP1N1PP/1K1R3R b kq - 3 18,569.0
8/p1K5/P7/7p/6k1/8/8/8 w - - 0 53,0.0
r1b1k3/pppp1N1p/5p2/8/8/2P5/PP3nPP/RNB3K1 b q - 0 17,-30.0
2r3k1/1q1bppbp/3p1np1/1p6/p2PP3/4BP2/PP2B1PP/1NQ2RK1 w - - 1 20,-24.0
rn2k2r/pp3ppp/2pqpn2/7b/3P4/2NB1P2/PPP1N1PP/R2Q1RK1 w kq - 0 11,-4.0
2rqr3/1p2ppkp/p1npbnp1/2p5/4PP2/2NP2PP/PPPQN1B1/R4RK1 b - - 0 13,-114.0
r1bqk2r/pp3ppp/2n1p3/3pP3/1b1N4/2N5/PPP2PPP/R1BQK2R w KQkq - 0 9,-18.0
r6r/1p1n1k1p/8/p4n2/P1b5/5R2/1P1B3P/6K1 w - - 0 32,-684.0
r3k2r/pp2bppp/2npbq2/1B6/4P3/1P6/PP3PPP/R1BQ1RK1 w kq - 3 13,-347.0
6k1/6pp/p3p3/8/2K3P1/1P5P/Pq6/8 b - - 3 37,3703.0
r4rk1/2p1b1p1/p4n1p/1p2Nq2/4bp2/PN5P/1PPB1PP1/R2Q1RK1 w - - 1 20,-163.0
r3r1k1/3qbpp1/3ppn1p/pNn5/1pP1P2B/1P1PN2P/5PP1/R2QR1K1 b - - 4 24,-18.0
r3r1k1/1p2qpbn/2p1b1pp/2n1p3/p1P1P3/P1N1B1PP/1P1NQPB1/1R1R2K1 w - - 9 23,-83.0
rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-28.0
rn1q1rk1/pb4pp/1ppbp3/3pN3/PP1Pp3/2P3P1/4PPBP/R1BQ1RK1 w - - 2 12,71.0
2kr1bnr/2p3pp/pp6/3q4/3Bb3/P3P3/1P1Q1PPP/n2K1BNR w - - 0 16,-738.0
8/8/8/5bKp/4kp2/7P/6P1/5B2 b - - 1 54,0.0
rnbqk2r/pppp1ppp/5n2/4p3/1bB1P3/2N2Q2/PPPP1PPP/R1B1K1NR b KQkq - 5 4,-2.0
r1bqk2r/1p2bppp/p1n1pn2/3p2B1/3P4/1PN2N2/P1P1BPPP/R2Q1RK1 b kq - 0 9,21.0
1q1r3k/pb2r1pp/1p2pp2/1P3n2/P4P2/3Q4/1B2NRPP/4R1K1 w - - 19 33,-210.0
1n2k1nr/5ppp/b3p3/4N3/2p5/2P5/5PPP/B2K1B1R b k - 2 15,8.0
r4rk1/p4pp1/1p3q1p/1NnQ4/P1P2p2/4b2P/KP2B1P1/3R3R b - - 3 20,538.0
rn1qkb1r/3b1pp1/p2p1n1p/1p1pp3/4P3/2PB1N1P/PP1N1PP1/R1BQK2R w KQkq - 0 10,-57.0
r1b1k2r/pp1pb1pp/3p4/3QPp2/1P3Pq1/6P1/1P2B2P/RNB1K1NR b KQkq - 2 13,-737.0
r4rk1/pp2R3/2p4p/7b/3P1pP1/2P2P2/P5KP/R7 b - - 0 24,372.0
rn1qk2r/pppb1ppp/3bpn2/3p4/1P1P4/2P3P1/P3PPBP/RNBQK1NR w KQkq - 1 6,0.0
3r4/8/1p6/p1b3k1/2P1b3/7P/PR5K/5R2 w - - 0 34,-389.0
6k1/2p1qppp/2P1p2n/1R1pP3/8/5P2/3QN1PP/6K1 b - - 0 28,-602.0
r3k3/p1p2p1p/2p5/7P/2N1pP2/1P3b1R/PBP1n3/1K4b1 b q - 1 24,600.0
r2q1rk1/p1pn1ppp/1p1b4/nN1Pp3/2P5/5N1P/PP1PQPP1/R1B2RK1 b - - 0 12,-155.0
r2q1rk1/pb2b1pp/1p1pp3/8/1PP5/1N1pP3/PB3PPP/2RQ1RK1 b - - 1 16,-55.0
1q5r/pb2kp1p/3b2p1/1p6/2p4Q/P3PP2/1P2B1PP/3R1RK1 b - - 4 20,-277.0
rnbqkbnr/ppp2ppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,-67.0
rnbqkbnr/pppp1p1p/4p1p1/8/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq - 0 3,-47.0
2k4r/ppp1n2p/4P1p1/3r1p2/1b1B4/1PP1PQ2/P5PP/5RK1 b - - 0 22,-513.0
r2q1rk1/pp1n1ppp/2pbbn2/3p2B1/3P4/2NB1P2/PPPQN1PP/2KR3R w - - 7 11,47.0
1r1r3k/pbq1bpp1/1p5p/2p5/2B5/1Q3N1P/PP1R1PP1/3R2K1 w - - 5 22,-16.0
r2qkb1r/ppp2ppp/5n2/3P1P2/2pQ4/P1N5/1P3PPP/R1B1KB1R b KQkq - 0 10,-530.0
r1bqk2r/pp3ppp/2n1pn2/2b5/Q7/8/3P1PPP/RNB1KBNR w KQkq - 0 10,-406.0
3r1b1r/pk1n1ppp/4p3/2p5/6N1/2PbB3/PP3PPP/R3K2R w KQ - 0 16,-492.0
2kr3r/ppqnbpp1/2p1pnp1/6B1/6P1/2NP3P/PPP2PB1/R2QR1K1 b - - 3 14,-58.0
rn1qkbnr/ppp1pppp/4b3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-91.0
2k2r2/1pp5/p3p2p/2b3p1/1q6/4PQP1/PPP3PP/1R5K w - - 0 23,-548.0
8/4b3/3k3r/1p4R1/3pP1P1/1B1P3P/1P2K3/8 w - - 1 40,526.0
r2qkb1r/1pp1ppp1/p1n2n1p/3p4/3P1Bb1/2N1PN1P/PPP1BPP1/R2QK2R b KQkq - 0 7,-32.0
rnbqkbnr/p2p4/1pp1p2p/5pp1/4P3/3P1NPP/PPPN1PB1/R1BQ1RK1 w kq - 0 9,432.0
3r4/p2r4/1p3pk1/4n1p1/4R3/P5N1/6P1/1R4K1 w - - 8 39,-471.0
3rr3/R4p1p/2k5/P1p1B3/2b5/6P1/5P1P/4R1K1 w - - 1 27,168.0
6r1/pp1k1q1p/2p1p1r1/2bpPp2/3N3Q/1P4P1/P1P2P1P/3R1RK1 b - - 1 21,517.0
r1bqkbnr/ppp1p1pp/2n2p2/3pP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,50.0
8/5pNp/5n2/p1k5/2r1P3/3b1P2/1K4PP/7R b - - 0 35,582.0
8/p1p3K1/k1Pn4/6P1/B2p4/8/2P4P/8 w - - 0 42,580.0
6k1/5p2/3p3p/1R1P2p1/2p2b2/2Pb1P1P/1P4P1/5NK1 b - - 0 34,-442.0
rnbqk2r/ppppbppp/4p1n1/8/2P5/P1N2N2/1P1PPPPP/R1BQKB1R w KQkq - 5 5,88.0
r5kr/p4pp1/1p4qp/n7/3P4/Q4N2/PP3PPP/1KR1R3 w - - 2 21,349.0
r4k1r/5pp1/1qnb3p/3p3n/p2P3B/P1Q2P1P/1PP2P2/1K2R1R1 w - - 2 22,-660.0
1r3rk1/p1p1q1pp/2p5/4P3/2N1Qn2/2P5/PP3PPP/R4RK1 b - - 3 19,-260.0
1k1r3r/1b2nppp/p7/1pR1Pp2/3P1P2/P3BN2/1P4PP/5RK1 b - - 3 19,-46.0
4rrk1/ppp2ppp/5q2/2QR4/3N4/P7/1P3P1P/2K5 w - - 1 20,-580.0
r3kb2/p4ppQ/1pn1p3/3p4/3P4/2P1KP2/PP1NN1q1/5R2 b q - 1 16,148.0
6k1/p5r1/1p3n2/4K2p/1P6/P4P2/2R5/8 b - - 7 47,460.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,25.0
rn1qk1nr/pbpp4/1p2p2b/4Pp1p/3P2pP/2NB1PB1/PPP3PN/R2QK2R w KQkq - 1 12,192.0
rnbqk2r/ppp1ppb1/5npp/6B1/2pPP3/2N2N2/PP3PPP/R2QKB1R w KQkq - 0 7,39.0
r5k1/pp3rpp/4Np1P/3P4/3p4/8/PPb1K3/6RR b - - 1 26,191.0
r2q1bkn/1bp2p2/pp1p2p1/3Bp3/4P3/P2P2Q1/1PP1N1PP/R4RK1 b - - 0 20,-248.0
8/4p1k1/2p5/1p1b2p1/1P1rp1P1/P5KP/5P2/2R5 b - - 4 39,661.0
1n3k2/1b1p1prp/1N6/3p4/P7/5P2/2P3P1/4R1K1 w - - 1 29,-360.0
2k1r2r/ppq2p1p/5np1/2b5/1p1P1P1P/4PN2/PPPQ4/1KR3R1 b - - 0 24,349.0
2kr1b1r/ppp1p1pp/2n1p3/3q4/1P1P4/P1B1PN2/5PPP/R2Q1RK1 b - - 0 13,-228.0
r1bq1rk1/pp4pp/2p1pn2/3p1p2/1BPPnP2/P2BPN2/6PP/R2Q1RK1 b - - 2 12,51.0
6k1/3q2p1/p3p2p/1p2P3/rP2Q3/3p1R1P/6P1/6K1 b - - 5 38,592.0
6k1/8/6p1/3q4/5Q1P/6P1/5PK1/8 w - - 2 48,357.0
8/8/p1p2k1p/P2p1P2/1P1P1K2/2P5/8/8 b - - 2 38,675.0
1b5k/1p3r1p/p7/2pNp3/2P1Pp2/P4B2/1P3K1P/3R4 w - - 2 35,497.0
1n3rk1/q3bppb/1p1p1n2/2p1p1BP/B3P3/2PP1N2/3NQP2/2K3RR b - - 0 21,-90.0
r3k1r1/1bp2p2/1p1q1p1p/p1bPpQ2/P1P5/1P3N2/4BPPP/4RR1K b q - 3 19,-37.0
r1bqkbnr/pp3pp1/7p/3np3/3P4/2N1BN2/PPP2PPP/R2QK2R w KQkq - 0 10,-310.0
r1bqkb1r/ppp2pp1/2n1p2p/2PpP3/2nP4/2N2N2/PP2BPPP/R1BQK2R w KQkq - 1 9,177.0
r1b1kb1r/1p2nppp/p1n5/qB1p4/3P4/2N2N2/PP3PPP/R1BQK2R w KQkq - 0 10,70.0
rnbqk2r/pppp1pbp/5pp1/8/3P4/1P6/P1P1PPPP/RN1QKBNR w KQkq - 1 5,-9.0
r2q1rk1/pp3ppb/n1p1pn1p/3p3P/3P1BP1/P1b2P1N/1PPQP3/R3KB1R w KQ - 0 14,66.0
r2q1rk1/pb4b1/1p3n1p/4pNp1/3pP3/2NP3P/PP1BQRP1/R5K1 w - - 0 21,275.0
1r2r1k1/2q3pp/5p2/p1bp4/4n3/P3PNP1/1B2QP1P/1R3RK1 w - - 0 23,-18.0
3b1rk1/pp3pp1/2p4p/4B3/8/1bN5/PPP2PPP/2K4R b - - 0 16,37.0
r1bqk2r/pp2bppp/2n1pn2/2p5/3pPP2/3P1BN1/PPP3PP/RNBQ1RK1 b kq - 5 8,-19.0
1r6/7R/5pp1/pp4k1/8/P1P4P/1P6/6K1 w - - 1 40,-8.0
4r1k1/5q1p/2b2Pp1/1p4Q1/2pP1B2/2P4B/6P1/4K3 w - - 1 44,-212.0
rnbqk1nr/ppp2ppp/4p3/2bpP3/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,-96.0
r1bqkb1r/pp1p2pp/2n2p1n/2p1p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 2 6,548.0
2kr3r/pb1pnp2/1p2pq2/n1P3pp/Q2P4/4PN2/PB2BPPP/R4RK1 b - - 0 14,-313.0
rnbqkbnr/pppp2pp/8/4pp2/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3,88.0
8/8/8/5K2/7R/7p/8/7k b - - 7 57,0.0
r1bqkb1r/ppp1pppp/2n2n2/3p4/5P2/4PN2/PPPPB1PP/RNBQK2R b KQkq - 2 4,0.0
rnbqkbnr/pp3ppp/8/2pp4/5P2/5N2/PPPP2PP/RNBQKB1R w KQkq - 0 5,-23.0
r2q1rk1/ppp2ppp/2np1b2/8/3P4/1PN2Q2/PB3PPP/R3R1K1 w - - 1 15,-110.0
r1bq1rk1/2ppnpbp/2n3p1/1p2p3/p2PP3/1BP2N1P/PP3PP1/RNBQR1K1 w - - 0 11,76.0
r1bqk1nr/pp2bppp/2npp3/8/3PP3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 7,103.0
r6r/pp1kb1pp/1qp4n/2npP2Q/5P2/1NN5/PPP3PP/R1B2R1K b - - 6 17,-357.0
r1bq1rk1/ppp2ppp/2n2n2/2bpp3/4P3/P1NP1N2/1PP1BPPP/R1BQ1RK1 b - - 0 7,31.0
8/p2R4/1p2k3/5p1r/2b2B2/P5K1/1P6/8 w - - 5 43,0.0
r2qr3/p2b1pkp/1p2p1p1/2pP4/2P2P2/2PB4/PRQ3PP/5RK1 b - - 0 19,117.0
2kr4/p1p2p1p/4p1p1/2b5/2P5/2B1PP1P/4KP2/R7 w - - 4 23,-107.0
8/5p2/2R3pk/3N4/7P/2P2K2/7r/8 b - - 0 34,-379.0
rnbqkbnr/ppp2ppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,68.0
r1b1r1k1/pp3pp1/2p2n1p/8/3QN3/6P1/PPq2PBP/3RR1K1 b - - 0 18,-105.0
r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,-43.0
r1bqk2r/pp1n1ppp/2pb1n2/3p4/3PpPP1/1QP1P2P/PP1BB3/RN2K1NR b KQkq - 0 10,147.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,17.0
2r2rk1/4bppp/p2p1n2/1p1Pp3/P3P3/2N2P2/1P1PN1PP/R1B2K1R b - - 2 17,-412.0
r1b1kb1r/ppp1pp1p/2n3p1/4N3/4pP2/P7/1qPBP1PP/R2QKB1R w KQkq - 0 9,-258.0
rnbqk1nr/pppp1pbp/4p1p1/8/3PP3/2N1B3/PPP2PPP/R2QKBNR b KQkq - 1 4,-80.0
3r3k/ppq2bpp/2p2p2/2P1p3/1P6/2Q1PNP1/P5PP/3R2K1 w - - 1 25,-17.0
r5k1/pp2rp2/1n3P1p/3p4/2p4P/5B2/PP1B1P2/R4RK1 b - - 0 24,-457.0
r7/3k4/7R/3P4/p1P5/1P3P2/P4KPP/8 b - - 0 36,-703.0
r1b1kbnr/ppp1nQ1p/3q2p1/4p3/2B5/8/PPPP1PPP/RNB1K1NR b KQkq - 0 7,-563.0
2Q5/6pk/r2qp2p/3p1p2/2nP1P2/5PPK/7P/4R3 w - - 3 34,-576.0
6k1/2p5/p3r2p/1pRpNn2/6p1/3P1NP1/P2K1P1P/8 w - - 0 33,544.0
rnbqkbnr/pppp1ppp/8/4p3/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,19.0
2rr2k1/5ppp/p4q2/1p1bp3/1P1p4/PBnP1P1N/2P2QPP/2K2RR1 w - - 7 23,-512.0
rb1q1r1k/n2b1pp1/p1p1p2p/1pNn4/1P1P4/P3PB1P/1BQ1NPP1/R3K2R b KQ - 9 18,-132.0
8/p1pk2p1/2pr2pp/4Nn2/2P5/1P4P1/P3R2P/7K b - - 2 31,28.0
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,28.0
rn2k2r/ppp2ppp/3p4/2b1q2n/2Q5/2N2P2/PPPPB1PP/R1B1K2R w KQkq - 2 11,233.0
r1b1kbnr/pp3ppp/2n1p3/3q4/8/1N6/PPP2PPP/RNBQKB1R w KQkq - 0 7,54.0
8/8/r3p3/3p1k1p/5p1P/PRP2P2/2P2K2/6R1 w - - 2 31,628.0
2r2rk1/pp2pp1p/5np1/PP1p4/3NPb1P/2PK1P2/8/R6R b - - 0 22,634.0
8/8/5p2/p1pkbK2/1r1p3R/1P6/P2R1P2/8 w - - 4 43,16.0
r7/p3kp2/2p5/3p2q1/P3p3/1P2P3/1B1P2P1/R5K1 w - - 2 38,-671.0
r1b2rk1/2p1qppp/2n2n2/pp1Pp3/8/PP1P1N2/B1P2PPP/R1BQK2R b KQ - 0 11,236.0
r2q1rk1/p2n3p/bppppnp1/5p2/2PP1PP1/1PQ1P2P/P5B1/4K1NR b K - 0 20,729.0
4rrk1/pb1n2pp/8/3pp3/2pq1PQ1/5B2/PP4PP/R1B2R1K w - - 0 24,251.0
2kr3r/ppp2ppp/1bn1p3/4Pb2/1PB2B2/P4N2/4KPPP/R6R w - - 1 17,-309.0
