fen,score
r1bq1rn1/1ppnp1bk/p5pp/3P1p2/4P3/1PN2N2/PBR1BPPP/3Q1RK1 b - - 0 14,196.0
6k1/6p1/RB2pp2/7p/4P2P/3K1rP1/8/8 w - - 1 31,61.0
5b1k/7r/1p1p2q1/1PpPpb2/B2PNpp1/2P5/2Q3PP/5RK1 b - - 0 35,-407.0
3r4/p1p2k1p/2b3p1/2P5/7P/2P2P2/PP1pR1P1/3R2K1 b - - 1 28,390.0
rnbq1rk1/1p3ppp/p1p1pn2/8/P1BP4/2P1P3/4NPPP/R1BQ1RK1 w - - 0 10,155.0
r1bqkbnr/ppp1pppp/2n5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 2 3,65.0
r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 4,7.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-22.0
r3r1k1/pp3ppp/2p3q1/4P3/4bP2/2P5/PBP2QPP/R4RK1 b - - 1 20,4.0
2kr1b2/4pp1Q/p1p5/q4p2/5P2/2P2N1P/bP4P1/R1B2RK1 w - - 0 20,452.0
rn2qrk1/pppnb1pp/4p3/2Pp1p1b/1P1P4/P1NBPN1P/5PP1/R1BQ1RK1 w - - 4 12,52.0
7R/4kb2/2pp1p2/7p/3P4/7P/r4PP1/5K2 b - - 1 33,-495.0
r3k1nr/1pp3p1/p1n4p/3p4/5Nq1/NP1QP3/P1P4P/R3K2R w KQkq - 0 15,-73.0
r3r3/3b1pkp/1p4p1/p2p3q/3N4/1PPp1Q1P/1P1R1PP1/4R1K1 b - - 1 28,-417.0
r1bqkbnr/pp3ppp/2n5/2p5/4p3/6P1/PP1P1PBP/RNBQK1NR w KQkq - 0 7,-190.0
r2qk2r/pp1nn1pp/2p1bp2/3p4/3P4/4PN2/PPP1B1PP/RNBQ1RK1 w kq - 0 11,479.0
r3kb1r/p2nqppp/1pp2n2/4p1B1/Q1P1P3/2N2BP1/PP3P1P/R4RK1 b kq - 1 12,94.0
r3r1k1/pppn1ppp/3p4/4p3/2BbP2q/3P3P/PPP1QP1N/R1B2RK1 b - - 1 13,318.0
4rr1k/1p2Np2/p2p2p1/2p1n3/2P1P3/2K2PqR/PP6/R2Q1B2 b - - 0 29,500.0
1k1q4/2p1b3/1p5p/p6p/4Q3/8/P4PPP/4R1K1 w - - 0 27,491.0
2kr4/ppp5/3b4/3P1p1q/4p3/1N3p2/PPP2Q2/R3R1K1 b - - 1 26,-824.0
rnq2rk1/2pp2pp/pp2p3/2b1PnB1/2B1N3/2P2P2/P4P1P/5RK1 w - - 1 17,-808.0
r4rk1/pp3ppp/3p1q2/3Pp2b/1P2n2b/P3PN1P/1B2BPP1/2RQ1RK1 b - - 1 21,66.0
r2q1rk1/pp1n1pp1/4p2p/3p2N1/3P3Q/6R1/PPP3PP/5R1K b - - 1 17,-123.0
rn3rk1/p1q1bppp/2p5/2PpNp2/3P4/1N2P3/P3bPPP/R2Q1RK1 w - - 0 15,83.0
7r/8/p7/1p3k1p/rR5K/5PP1/8/8 w - - 1 41,-532.0
2r3k1/2r1n2p/2P3p1/1B2Nb2/P3p3/3p3P/3R1PP1/2R3K1 w - - 0 30,856.0
8/4k3/4Npp1/3Pp2p/4P3/5P1P/2n2KP1/8 b - - 5 48,138.0
r1b1k1nr/pppp1ppp/3q4/1BbNp3/4P3/2P5/PP1P1PPP/R1BQ1RK1 w kq - 1 9,209.0
1r4kr/5pp1/pq5p/1p1Q4/1P6/P7/5PPP/3RR1K1 w - - 2 33,111.0
8/pB5p/5p2/2k1b1p1/6P1/3K4/PPP5/8 w - - 5 35,28.0
1r4k1/2p3p1/1nP2p2/1P5p/7R/8/5PKP/1R6 b - - 6 33,268.0
rnb1k2r/pppp1ppp/5q1n/2b1p3/8/PPPPP3/5PPP/RNBQKBNR w KQkq - 1 6,10.0
8/8/8/P6R/8/2Pk4/8/7K b - - 0 46,540.0
rn2k1nr/pppbq1b1/3ppp2/7p/2PPP1P1/P1NB1N2/1P3PPB/R2QK2R b KQkq - 0 11,-4.0
3r2r1/k2P4/2B5/P1P1p2p/4Pn2/5p2/3R1K1P/1R6 b - - 2 36,-213.0
r1b3nr/pppp1kbp/4p1p1/4P3/2nP3q/8/PPP1NPPP/RNB2RK1 w - - 2 9,-659.0
2rqr1k1/pb2n2p/1pp3p1/3pNp2/3P2n1/2PBRN1P/PP2QPP1/R5K1 b - - 0 21,162.0
r2q3r/1ppk1ppp/p1bb4/6B1/6n1/2N2N2/PPP2PPP/R2QR1K1 b - - 3 13,143.0
1rr5/R5bp/3k2p1/3B1p2/2pP4/6P1/PP3P1P/2R3K1 w - - 1 32,191.0
r1bQkbnr/ppp2ppp/8/4p3/4P3/8/PPP2PPP/RNB1KB1R b KQkq - 0 6,3.0
rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,19.0
rn1qkbnr/pp2pppp/8/3p3b/3P2P1/5N1P/PPP2P2/RNBQKB1R b KQkq - 0 6,97.0
2r4k/2p3p1/p3b2p/1p2P1q1/4Q2N/2P1K2P/PP4P1/R4R2 w - - 5 29,292.0
r4rk1/2p2ppp/p3bn2/Pp2p3/1b2P3/N4Q1P/B2q1PP1/R3K1NR w KQ - 0 15,-700.0
8/1b6/2p5/kp1p4/8/P5rR/5P1P/5K2 w - - 0 34,285.0
r2q1rk1/1bp1bppp/1p2pn2/nP1pN3/P2P4/2N1P3/4BPPP/R1BQ1RK1 b - - 1 13,15.0
r5k1/2p3p1/b1pp3p/p3p3/2Pr2QP/1P4P1/P4P2/R4R1K b - - 0 23,-599.0
rnbqkb1r/pp3ppp/5n2/2p1p3/2PpP3/3P2P1/PP3PBP/RNBQK1NR w KQkq - 1 6,-46.0
2kr3r/ppp3pp/2n1p3/3qNpN1/3p4/P2P3P/1PPQKPP1/R6R b - - 0 16,-421.0
r1b2rk1/pp1p2pp/1q1p4/3Pn3/5B2/4P1P1/PPPQ3P/2KR1B1R w - - 1 16,303.0
r5k1/5pp1/prpp3p/R3p3/1P2P3/2PP3P/5PP1/1R4K1 b - - 1 23,59.0
2r5/p2B1kp1/1pP2b1p/1P6/8/3b3P/5PP1/6K1 w - - 0 34,-360.0
3rk2r/1p1b1pp1/pNn1p3/3pP1Pp/3P4/q2BQ2P/P5P1/R4RK1 b k - 0 18,80.0
r2q1rk1/1b1p1ppp/p1n2n2/1p6/2p5/P1N2N2/1P1BBPPP/R2Q1RK1 b - - 6 13,237.0
2krqb1r/p5pp/Q1p2p2/2PNp3/8/P1P4P/1K3PP1/3R3R b - - 1 23,278.0
r1bq1rk1/1p2npp1/p2p3p/3Pp3/P7/1P1P1N1P/4BPP1/R2Q1RK1 b - - 0 15,-184.0
3r1k2/p1p2b1p/1pn3p1/5p2/4PN2/2P2PP1/PP1N2BP/R1K4R w - - 4 20,540.0
rnbqkb1r/ppp1pp1p/5np1/8/2pP4/1QN5/PP2PPPP/R1B1KBNR w KQkq - 0 5,73.0
r1bqkbnr/pp4pp/2n2p2/3p4/2pNp3/P1P1P3/1P1P1PPP/RNBQKB1R w KQkq - 2 8,245.0
3k1bnr/1b2p1pp/p7/1p1qN3/5B2/3P3P/PPP1QPP1/R3KB1R b KQ - 0 18,602.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/2P5/PP2PPPP/RNBQKBNR b KQkq - 0 2,-4.0
1r1q1rk1/2pn1pbp/bpnpp1p1/p7/P2PP3/1PP2NP1/1BQN1PBP/R3R1K1 b - - 2 14,69.0
8/1P1r4/P7/2RP4/2p2ppp/2P2P1k/5K2/8 w - - 0 50,398.0
3r4/2kR1R2/p7/1pB3pp/1P6/8/P5PP/6K1 b - - 0 34,543.0
3k4/pq6/1p6/6N1/8/1P3RP1/r4rKP/8 w - - 0 64,-696.0
3r4/6kp/p2P2p1/4p3/3P4/4B1P1/1P3P1P/R4RK1 b - - 0 34,735.0
4r1k1/pb1q1r1p/1p4pB/4ppQ1/1Ppn4/P2P2PP/B5P1/R4RK1 w - - 0 23,3.0
2kr2r1/1p1b1p1p/2n1p3/p2Q1p2/8/PP6/1B3PPP/R3RNK1 b - - 0 21,5.0
r1bq1rk1/pp1p1ppp/1bn1p3/8/NPn5/P3PNP1/5PBP/R1BQK2R b KQ - 2 12,-83.0
8/6P1/8/p2K3p/Pp6/1P1P2k1/1P6/8 b - - 0 42,622.0
rn3b1r/pp3kp1/5n2/3pp3/6Pp/4PQ2/PPPB2P1/R3K2R b KQ - 1 16,275.0
rn1qk2r/3bppbp/p1pp1np1/1p6/6P1/1P1QP2P/PBPP1PB1/RN2K1NR b KQkq - 2 10,-24.0
3r1rk1/ppqnbpp1/2p1bn1p/4p3/2P5/1PN2NP1/PBQRPPBP/R5K1 b - - 5 13,14.0
rnbqkbnr/ppp3pp/3p1p2/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR w KQkq - 0 4,162.0
1rb1k3/pp1p2pp/8/5p2/1p1P1Pn1/8/P1P1N3/2K5 w - - 0 23,-787.0
8/2Q2rk1/3p1r1b/1B1q1p1p/PP1P2p1/2P1p3/6PP/4RR1K w - - 0 36,38.0
rn2k1R1/pb1p4/1p2p3/3PP3/R7/2NB3r/1PP5/6K1 b q - 1 27,359.0
2k4r/2b2pp1/1p3q1p/nQ6/4B3/5N1P/P4PP1/1R4K1 w - - 0 33,665.0
rnb1kb1r/pppp1ppp/8/4p3/3PP2q/8/PPP3PP/RNBQKBNR w KQkq - 1 5,55.0
r1bqkbnr/pp2pppp/3p2n1/3P4/4PP2/5N2/PP4PP/RNBQKB1R b KQkq - 2 7,143.0
r2qkb1r/pppb1ppp/2n1pn2/6B1/3PP3/3B1N2/PP3PPP/RN1QK2R b KQkq - 6 7,-65.0
rn1q1rk1/pb3pp1/2p1pn1p/bp2N3/3P4/P1N5/1PPBBPPP/R2QK2R w KQ - 3 13,-33.0
r5k1/6pp/p4p2/1p6/2p5/3n3N/4qP1P/5RK1 w - - 3 32,-930.0
r7/pp5p/n1pb2p1/5N2/2BP4/2P5/PP4bk/R1BK4 b - - 1 27,-318.0
r1bqkbnr/ppp2ppp/2np4/4p3/8/1P4P1/P1PPPPBP/RNBQK1NR w KQkq - 0 4,-20.0
rnb1k1nr/ppp2p1p/3pp1p1/6q1/2B1P3/3P1Q2/PPP2PPP/RN2K2R w KQkq - 0 8,-415.0
7r/6R1/kp6/5ppp/6n1/P7/1P3qK1/8 w - - 0 37,-827.0
rnbqkbnr/pppppp1p/6p1/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 1 2,26.0
b2rr1k1/2p2pp1/pn3q1p/1Nb5/3N4/3Q4/PPP1BPPP/2KR1R2 w - - 0 21,-300.0
rn1qkbnr/pbpppppp/1p6/8/4P3/5P2/PPPP2PP/RNBQKBNR w KQkq - 1 3,-15.0
8/p7/kp1B3p/6p1/P7/K3R2P/6r1/8 b - - 1 50,85.0
3r4/5ppk/1pp1p2p/8/1P6/P3P1P1/5P1P/2R3K1 b - - 1 27,38.0
r1bqkb1r/pp1npppp/2p2n2/3p4/3P4/2P1P2P/PP1N1PP1/R1BQKBNR b KQkq - 0 5,-25.0
4k3/1b1r4/1p2p1p1/pBn2p1p/Q4P2/P5P1/1B2Kb1P/7R w - - 4 28,513.0
r1b1kbnr/pp2pppp/2nq4/8/Q7/2N1B3/PP2PPPP/R3KBNR w KQkq - 4 8,142.0
8/4p2k/q2r2pp/5p2/8/6P1/1Q2BPKP/3R4 b - - 5 32,342.0
r3r1k1/p1p1qppp/2p2n2/2b5/8/2NP1PPb/PPP1NR1P/R1BQ2K1 w - - 3 13,-47.0
1R6/P4p2/4r1kp/8/8/7P/5Pb1/R5K1 w - - 0 38,622.0
2k1rr2/3b4/2p1p3/pP3pBp/7P/3B1Pp1/6P1/3RR1K1 w - - 0 33,478.0
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,70.0
4r1k1/p1p2pp1/1pq5/4P1Nb/3R4/4nB1P/1P2KP2/8 w - - 0 29,-554.0
r2qkb1r/ppp2ppp/2np1n2/4p3/2B1PP2/3P1Q1P/PPP3P1/RNB1K2R b KQkq - 0 7,30.0
8/2q1rk2/4np2/4p3/PPN5/3P1QPp/5P1P/RR4K1 w - - 3 33,625.0
8/p7/4P1pk/6q1/2pP4/5NK1/7P/8 w - - 0 44,240.0
2bq1rk1/1p1nbpp1/2pp1n1p/4p3/1PB1P3/2NPBN1P/2P2PP1/Q4RK1 b - - 0 12,10.0
r1b2rk1/1p2npbp/pqn1p1p1/3p4/1P1P1B2/2PBQ3/P3NPPP/RN3RK1 b - - 4 12,-20.0
r3kb1r/2pn1ppp/1p2p3/p2qN3/3PQ3/4PP2/PP2B2P/1K1R3R w kq - 7 20,134.0
rnbqk1nr/1p3ppp/p1pbp3/3p4/2PPP3/P2B4/1P3PPP/RNBQK1NR w KQkq - 1 6,93.0
rnbqk1nr/pp3ppp/2pb4/3pp3/8/PP1P4/1BP1PPPP/RN1QKBNR w KQkq - 1 5,-75.0
8/R2Rn1p1/2pkr3/8/8/2r5/P1P2P2/5K2 b - - 2 30,-7.0
r1bqkb1r/ppp2ppp/2n2n2/3pp3/3P4/P1N4P/1PP1PPP1/R1BQKBNR w KQkq - 0 5,-42.0
rnbqkbnr/p7/1p6/1P3p2/P1p1p1p1/2P1P3/4B1PP/RNBQK1NR b KQkq - 1 15,-183.0
r1bqkbnr/1pp2ppp/p1n1p3/1N1p4/3P1B2/8/PPP1PPPP/R2QKBNR w KQkq - 0 5,137.0
5rk1/p1br1qp1/1p3npp/6B1/2P5/PQ4PP/1P3PB1/R3R1K1 w - - 0 24,186.0
6k1/4rp1p/p1p3p1/6P1/3rPR1P/1P6/P1P1RK2/8 b - - 1 31,159.0
2q3k1/2P3p1/p6p/4pp2/4p3/7P/3B1PP1/2R1K3 w - - 1 37,105.0
8/8/8/1kp5/5R2/1K4r1/8/8 w - - 8 78,-29.0
2kr1b1r/pp1npppp/2pq1n2/8/3P4/2NQBN2/PPP2PPP/R3K2R w KQ - 1 10,92.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-22.0
rn1qkb1r/ppp1nppp/3pp3/8/2BPP3/5Q2/PPP2PPP/RNB1K2R w KQkq - 1 6,96.0
r4r2/ppp2pk1/1n3R1p/4P3/2pP3P/2P5/PP4P1/4R2K w - - 1 29,-237.0
r2qk1r1/p4p2/n1pb1n2/1p1p3p/3PpP1P/P1N1P1Nb/2PB2B1/R2Q1RK1 b q - 2 16,-344.0
r3k2r/1pp2p2/p1n4p/3qb3/8/2B1P3/PP2QPPN/R4RK1 b kq - 1 16,-21.0
r5nr/1p3kpp/1p1R4/5b2/8/P7/1PP1QPPP/2K2B1R b - - 0 17,646.0
q3r1k1/n5pp/5b2/3p1p2/3PnB2/2PB1Q2/1P4PP/1N2R1K1 w - - 3 20,144.0
rnqk3r/p5pp/4R3/1pB2Q2/8/1B3P1P/PP3P2/1K4R1 w - - 3 29,856.0
2k2rnN/1pp5/p4p1p/2NPn2q/2P5/P2B3P/1PKP1P2/R1B5 b - - 4 21,-334.0
8/P7/8/8/4p1P1/2P1k3/8/6K1 w - - 0 43,605.0
r1b2r2/pp3ppk/n3p3/1N1p4/3Pn3/2PB2b1/PPKB4/6R1 b - - 1 20,-421.0
rnbqkb1r/pppppppp/8/3nP3/2P5/8/PP1P1PPP/RNBQKBNR b KQkq - 0 3,46.0
2bR4/2P5/p3k3/1p6/1P3n2/P3N3/4PP2/4K3 b - - 1 38,644.0
2r5/2Pk1pp1/7p/8/5P2/5K2/6PP/2R5 b - - 4 37,40.0
r3k2r/1b3ppp/ppqbpn2/2p5/5P2/2NP1N2/PPPBQ1PP/R3K2R w KQkq - 2 12,-56.0
8/pR6/2p2kp1/8/8/2KP4/PP4r1/8 b - - 2 27,25.0
2b2rk1/1p2b1pp/q3p3/3p4/r1nN4/1N2B2P/P1Q2PP1/R1R3K1 w - - 2 25,-244.0
2b1k2r/5p2/2p1pP2/2Pp3P/N2P2P1/3B4/8/6K1 b - - 0 32,-79.0
r2qkb1r/5pp1/pnb1p2p/P2pP3/2pPP3/5B2/1BPN2PP/R2Q1RK1 b kq - 0 17,105.0
8/p4qp1/k1p3Q1/1p3P1K/8/P7/8/1R3R2 b - - 12 49,588.0
rnbqk2r/ppp1bppp/4pn2/3p4/3P4/1P2PN2/PBP2PPP/RN1QKB1R b KQkq - 0 5,30.0
rn1qk2r/pbp1npbp/1p1pp1p1/6N1/3PP3/2PBB3/PP1N1PPP/R2QK2R b KQkq - 5 8,59.0
r1bq1rk1/2p1bppp/p1n1pn2/3p4/3P4/2PBPN1P/P2N1PP1/1RBQ1RK1 w - - 1 13,75.0
r5r1/2k2p1p/2qbbnp1/p1p1p3/1PPpP3/3P1PQP/1P1BN1P1/RN3RK1 b - - 0 21,-93.0
rn2r1k1/1q3ppp/p1pB4/Pp1pP3/3P1P2/1QPb4/4NRPP/3R2K1 b - - 1 20,190.0
r1q2rk1/4bpp1/1p1p1n1p/pPpPp3/2P1P3/BP3NP1/R2Q1PKP/R7 b - - 0 20,-64.0
8/6p1/5n2/1k1p3p/3PpPbK/4P3/8/7r w - - 2 42,-738.0
r1b2rk1/pp2bppp/2p1pn2/q3n1N1/8/2NBB2P/PPP1QPP1/3R1RK1 w - - 5 12,-90.0
2k2r1r/pb6/2nb2p1/1pp1p3/3PP1q1/3P1NB1/PP1Q1K2/2R3R1 b - - 0 29,-674.0
5rk1/pp4p1/2p1q1p1/4p1P1/4P1pP/1PnP4/P1PNQ2K/R7 w - - 1 26,-150.0
r2r2k1/ppp2p1p/3pbpq1/8/4P3/PP3B1P/2P2PP1/R2QRK2 w - - 1 19,72.0
r1bqkb1r/pp3pp1/7p/2ppP3/4nQ2/1B6/PPP2PPP/RNB2RK1 b kq - 3 10,-96.0
4r1k1/4rppp/1p3q2/pPpp4/P1n1n3/2P1P1PP/R3QPK1/1NN2R2 w - - 5 29,-280.0
1Q6/8/1B1k4/1B1P4/2P4p/5p2/3p1P1b/3K4 b - - 1 50,717.0
r5k1/p4p2/1p2pb2/1N4pp/1P2b3/P3P1B1/5PPP/3R2K1 w - - 0 22,-24.0
r1bq1rk1/pp2n1bp/3p2p1/4p3/1PPpN3/P2P2P1/5PBP/1RBQ1RK1 b - - 0 13,145.0
r1bqkb1r/ppp2ppp/2np1n2/4p3/4P3/2PP2N1/PP3PPP/RNBQKB1R b KQkq - 0 5,8.0
r1bqkbnr/pp1ppppp/8/8/3Q4/2N5/PPP1PPPP/R1B1KB1R b KQkq - 0 5,64.0
r1bq1rk1/pppnbpp1/4pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R w KQ - 2 8,27.0
8/8/8/5q2/8/3k2K1/8/8 b - - 4 76,-490.0
2kr1r2/7p/4P1p1/2p5/p2pP3/P7/1P4PP/2R2R1K w - - 0 28,237.0
8/5pk1/1p3pp1/b1pB4/P5P1/4K1PP/8/8 w - - 2 38,-9.0
4rrk1/pb4pp/4nq2/2bp4/3N1P2/2P1B1P1/P4QBP/R4RK1 b - - 5 20,93.0
3r2k1/6pp/8/4qp2/4p3/r2pQP2/6PP/3R1RK1 w - - 0 30,-333.0
8/ppp3Q1/2kp4/4n3/8/1P2rP2/P1PNN2P/2KR3R b - - 6 27,808.0
8/4b3/6p1/4P3/1p1p2p1/2kP4/4K3/8 w - - 2 46,-548.0
rn1q1rk1/pbpp1p2/1p2pn1p/6N1/1b1PP2B/2NB4/PPP1QPPP/R3K2R b KQ - 0 9,214.0
r3kbnr/1pp2ppp/p1q1p3/3p1b2/3P4/P1N1P3/1PP2PPP/R1BQK1NR b KQkq - 1 8,-69.0
r1bqk2r/1pp1npp1/p2p3p/2P1p3/2n1P3/2NP1N1P/P1PB1PP1/R2Q1RK1 b kq - 0 10,2.0
8/p1p3rk/1p5p/4p3/4qp2/1P1P3P/P1P2BP1/7K w - - 0 31,-417.0
r2q1rk1/pp2bppp/2p2nn1/2P5/3PN3/5B2/PP4PP/R1BQ1RK1 w - - 1 15,-13.0
rn2kb1r/pp3ppp/2p1p3/3pP3/3P3q/3bQ3/PP1N1PPP/R3K2R w KQkq - 0 11,-515.0
4r1k1/p5pp/1p1b4/5q2/1Pp2pN1/P1P2P2/5QP1/R6K w - - 0 32,-114.0
rnbq2k1/1p2rppp/pn6/2p1P3/3p1N2/B4P2/P5PP/R2QRBK1 b - - 1 18,-64.0
r2qk1nr/1b4pp/2nbp3/p2pNp1Q/1ppP1P2/2P1P3/PPBN2PP/R1B2RK1 b kq - 1 12,35.0
r1b1r1k1/pp1n1p1p/2p2qp1/1PP5/P2bp3/R5P1/3NBP1P/2BQK2R w K - 1 16,-200.0
8/p5k1/2K5/8/2P4P/1P6/b7/8 w - - 0 45,-6.0
rnbqnrk1/pp1p1pbp/4p1p1/2pP4/2P1P3/2N2P2/PPQ3PP/R1B1KBNR w KQ - 0 8,6.0
Q5nr/p3bkpp/4bq2/2p5/5p2/5N2/PP4PP/RNB2RK1 w - - 3 16,425.0
r1bqkb1r/pp5p/2np2p1/2p1pn2/2P5/2NP1N2/PP3PPP/R1BQKB1R b KQkq - 0 9,-12.0
1R1q1rk1/5pp1/2Q4p/p1Pp4/P2PpP1P/2N1n1P1/8/1R4K1 b - - 0 26,345.0
r1b2rk1/2p2ppp/P2qpn2/3nN3/3P4/4P3/1P1NBPPP/R2Q1RK1 w - - 5 14,377.0
8/8/p7/4nk2/8/5pp1/r7/3R3K b - - 1 70,-646.0
rnbqkb1r/pppp1ppp/8/3np3/2PP4/4P3/PP3PPP/RNBQKBNR w KQkq - 1 4,359.0
r4rk1/pp3pp1/2pb1q1p/3p4/6bN/P1N1P1P1/1PPK1P1P/R4B1R b - - 0 16,-639.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,36.0
r2q2r1/ppp2p1k/3p3p/b4N2/8/2PP4/P2QBPPP/R3R1K1 b - - 0 17,261.0
r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 1 5,48.0
8/1k6/8/8/8/2Q5/4BPP1/3Q2K1 w - - 11 62,854.0
r1bqk1nr/ppp2ppp/2n1p3/3p4/1b1P1B2/P1NQ4/1PP1PPPP/R3KBNR b KQkq - 0 5,24.0
7k/6p1/p4p1p/1pR5/P1n5/1K3PP1/1Prr4/1R6 b - - 0 30,-629.0
2kr2nr/1p3q1p/p1pp2pB/Q7/4P3/8/PPP2PPP/RN2K2R b KQ - 0 16,103.0
7N/pp4p1/2R1k2p/8/4r3/1P4P1/n2R1P1P/6K1 b - - 0 35,349.0
r1bqk1nr/3n1pp1/p1p1p2p/1p6/3PP3/B1PB1N2/P4PPP/R2Q1RK1 w kq - 2 11,256.0
rnbqk2r/1ppnbppp/p2p4/4pPP1/4P2P/3P4/PPP5/RNBQKBNR b KQkq - 0 7,83.0
8/7r/4pk2/5p1p/QR1PbP2/2PBn1P1/1KP5/4q3 w - - 11 54,-132.0
r6r/p4kpp/3p4/8/3BR3/8/P5PP/R5K1 b - - 0 22,491.0
5k2/5p1p/4pPp1/4r1K1/3q4/8/7P/8 w - - 0 46,-670.0
2rq1k2/4rp1p/p7/3B1Q2/2PP4/8/P4PPP/R4RK1 b - - 0 21,640.0
r2q1rk1/p4ppp/1pnbpn2/2pb4/2Pp1P2/1N1B3N/PP2Q1PP/R1B2RK1 b - c3 0 15,-328.0
8/8/1KP5/8/7p/4P3/6k1/8 b - - 0 52,178.0
8/8/8/7p/p2b4/1k6/7K/3b4 w - - 0 49,-657.0
5rk1/R5p1/1p5p/2pP4/2P3r1/5b2/P2R3P/4KB2 b - - 4 33,-188.0
3rr2k/2b3p1/2P1N2p/pP5b/P1B2p2/5P1P/R4K2/2R5 b - - 2 31,-352.0
rn1qk1nr/pbp1ppbp/1p1p2p1/4P3/3P1P2/8/PPPN2PP/RNBQKB1R b KQkq - 0 6,-54.0
rnbq1rk1/ppp1bpp1/4p2p/8/3PN3/2PB1N2/PP3PPP/R2QK2R w KQ - 0 10,62.0
rn2k1nr/pp1bq3/2ppp3/4P2p/2PP4/2NB3Q/PP4PN/R4RK1 b kq - 0 16,341.0
6k1/5p1p/6p1/6P1/pr1r3P/5B1K/8/4Q3 b - - 12 66,-87.0
5k2/1R6/2rbB2p/p4pp1/P7/4P2P/4KP1P/8 w - - 0 40,147.0
r1bqkbnr/p1p2ppp/2p1p3/8/2B1p3/8/PPPP1PPP/RNBQK2R w KQkq - 0 6,-52.0
4B3/5p1p/1R4p1/6k1/3b2P1/5P1P/6K1/8 w - - 2 48,614.0
8/8/4p3/pK2k3/8/8/8/8 b - - 1 43,-573.0
r1bqkb1r/1pp2ppp/p1np1n2/1N2p3/2B1P3/7P/PPPP1PP1/R1BQK1NR w KQkq - 0 6,-40.0
rn3rk1/5pp1/1pp4p/p7/6P1/2P5/2P2PNP/2K1R2R w - - 0 22,-113.0
r3k2r/p1pp1p2/1p2pnpp/5qn1/8/2NPB1R1/PPP2PB1/R2K4 b kq - 5 19,-407.0
r2qk2r/ppp1b2p/2n1p1p1/2Pp1p2/1P1PnP2/P2BPQ2/6PP/RNB1K2R w KQkq - 0 11,25.0
r2qk2r/pp3ppp/1bp2n2/4p3/6b1/5N2/PPPPQ1PP/RNBK3R b kq - 4 13,-454.0
6k1/5p1p/6p1/8/3b4/1p1B4/5PPP/4K3 b - - 1 31,-12.0
rn1q1rk1/1p2ppbp/p2p1np1/8/3NP1b1/1BN1BP2/PPP3PP/R2Q1RK1 b - - 0 10,58.0
5rk1/p1q1bppp/2p5/2P2Q2/1r4n1/1PN1B1P1/P3NP1P/3R1RK1 w - - 1 19,400.0
8/8/8/R5p1/7r/1Pk3KP/P7/8 b - - 2 49,337.0
2r2r1k/1pN3p1/1p1p2pp/4p3/4P3/1Q1PP3/PP4q1/3KR3 w - - 1 27,-563.0
r2q1rk1/2p2ppp/p1n5/1p2p1P1/4P2P/2PBBb2/P1P5/2KR3Q w - - 0 18,-275.0
4k3/2p2n2/3p1p2/4pP2/2P3P1/Pn1PQ1P1/3B3r/3RK3 b - - 18 38,-396.0
r4r1k/6pp/3p4/1Pb1pNqn/p3P3/P2P1P1P/B4P2/R2QR1K1 w - - 1 26,-223.0
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,61.0
rnb1kbnr/pppp1ppp/8/4p3/2B1q3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,-89.0
3r2k1/pp2q2p/2p1b1p1/8/3PB3/1P1Q4/P5PP/5RK1 b - - 2 22,-31.0
r7/4k1pp/pp2p3/2b5/P5P1/5R1P/5P2/6K1 b - - 0 30,-543.0
r2q1rk1/1bp2ppp/p3p3/1pR5/4P3/P1Q4P/BP1NnPP1/R6K w - - 2 19,40.0
5rk1/p4pp1/8/2p3Pp/7P/1r6/1P6/1K1R3R w - - 0 29,-238.0
r1bqkbnr/pppp1ppp/6n1/3Pp3/2P1P3/8/PP3PPP/RNBQKBNR w KQkq - 1 5,30.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,5.0
5rk1/7p/3R2p1/2Pp1p2/2rp4/6P1/2K1Q2P/R7 w - - 2 40,422.0
r1bqkbnr/ppp1pppp/2n5/3P4/8/5P2/PPPP2PP/RNBQKBNR b KQkq - 0 3,9.0
